Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
3,14.57,14.57,5,14.80,14.80,2,14.50,14.50,6,14.95,14.95,3,14.57,,1,14.37,14.37
6,11.02,25.59,2,10.36,25.16,1,10.64,25.14,5,10.53,25.48,4,10.80,,3,10.91,25.28
6,9.92,35.51,2,9.85,35.01,1,9.82,34.96,5,9.96,35.44,4,9.89,,3,9.84,35.12
6,9.75,45.26,4,10.05,45.06,1,9.78,44.74,5,9.75,45.19,3,9.69,,2,9.71,44.83
5,9.61,54.87,4,9.58,54.64,1,9.49,54.23,6,9.76,54.95,3,9.58,,2,9.52,54.35
5,9.32,1:04.19,4,9.20,1:03.84,1,9.37,1:03.60,6,9.39,1:04.34,3,9.29,,2,9.37,1:03.72
6,9.68,1:13.87,3,9.55,1:13.39,1,9.12,1:12.72,5,9.39,1:13.73,4,9.79,,2,9.19,1:12.91
6,9.66,1:23.53,3,9.14,1:22.53,1,8.90,1:21.62,5,9.50,1:23.23,4,9.53,,2,8.82,1:21.73
6,10.10,1:33.63,3,9.45,1:31.98,1,8.91,1:30.53,5,10.00,1:33.23,4,9.79,,2,8.94,1:30.67
