Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
2,6.97,6.97,1,6.93,6.93,3,7.18,7.18,4,7.37,7.37
2,9.05,16.03,1,9.06,15.99,4,9.37,16.56,3,9.12,16.49
2,8.80,24.83,3,8.91,24.91,1,8.13,24.70,4,8.72,25.22
3,8.92,33.76,2,8.84,33.76,1,8.91,33.61,4,8.95,34.17
2,9.13,42.883,3,9.16,42.915,1,9.20,42.807,4,8.97,43.133
