ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Louise MILESI POSITION,Louise MILESI LAP TIME,Louise MILESI ELAPSED TIME
2,7.72,7.72,1,7.34,7.34,4,7.98,7.98,3,7.80,7.80,5,8.11,8.11
2,9.73,17.45,1,9.39,16.73,5,10.12,18.10,3,9.81,17.61,4,9.98,18.09
2,9.34,26.79,1,8.96,25.69,5,9.72,27.82,3,9.29,26.90,4,9.53,27.62
2,9.33,36.12,1,9.14,34.83,4,9.57,37.39,3,9.38,36.28,5,9.81,37.43
2,9.57,45.69,1,9.32,44.15,4,9.77,47.16,3,9.61,45.89,5,9.90,47.33
