Steavanus WIHARDJA POSITION,Steavanus WIHARDJA LAP TIME,Steavanus WIHARDJA ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME
3,12.66,12.66,5,12.84,12.84,1,12.37,12.37,4,12.75,12.75,2,12.54,12.54
5,9.82,22.48,4,9.47,22.31,1,9.49,21.86,3,9.40,22.15,2,9.41,21.95
5,9.49,31.97,4,9.48,31.79,2,9.66,31.52,3,9.52,31.67,1,9.48,31.43
5,9.89,41.86,4,9.96,41.75,2,9.98,41.50,3,9.98,41.65,1,9.93,41.36
5,9.94,51.80,4,9.73,51.48,1,9.44,50.94,3,9.65,51.30,2,9.83,51.19
5,9.67,1:01.47,3,9.04,1:00.52,1,9.31,1:00.25,2,9.08,1:00.38,4,9.44,1:00.63
5,9.97,1:11.44,2,8.96,1:09.48,3,9.24,1:09.49,1,8.78,1:09.16,4,9.64,1:10.27
5,10.21,1:21.65,2,9.07,1:18.55,3,9.18,1:18.67,1,8.85,1:18.01,4,9.76,1:20.03
5,10.37,1:32.007,2,9.38,1:27.918,3,9.31,1:27.967,1,9.18,1:27.184,4,9.87,1:29.882
