WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Yoko IIZUKA POSITION,Yoko IIZUKA LAP TIME,Yoko IIZUKA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME
1,15.179,15.179,4,15.464,15.464,2,15.282,15.282,3,15.310,15.310
1,10.790,25.968,3,10.614,26.078,4,10.843,26.125,2,10.661,25.971
2,10.195,36.162,1,10.023,36.101,4,10.144,36.268,3,10.250,36.220
1,10.199,46.360,2,10.266,46.366,4,10.248,46.515,3,10.205,46.424
1,10.031,56.391,3,10.171,56.537,4,10.154,56.669,2,9.968,56.392
1,9.831,1:06.221,3,10.124,1:06.660,4,10.599,1:07.267,2,10.087,1:06.479
1,9.900,1:16.120,3,10.302,1:16.962,4,10.627,1:17.894,2,9.828,1:16.306
1,9.891,1:26.010,3,10.526,1:27.487,4,10.959,1:28.852,2,9.859,1:26.165
1,10.18,1:36.188,3,10.76,1:38.240,4,11.54,1:40.389,2,10.44,1:36.603
