Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Katia ZINI POSITION,Katia ZINI LAP TIME,Katia ZINI ELAPSED TIME
1,14.68,14.68,2,14.78,14.78,3,14.87,14.87,4,14.94,14.94
2,11.08,25.77,3,11.02,25.80,1,10.76,25.63,4,11.01,25.95
3,10.90,36.68,2,10.86,36.66,1,10.93,36.57,4,10.91,36.86
1,10.51,47.19,2,10.62,47.29,3,10.77,47.34,4,10.57,47.43
1,9.94,57.13,2,9.90,57.19,4,10.06,57.41,3,9.96,57.40
1,9.57,1:06.71,2,9.68,1:06.88,3,9.53,1:06.95,4,9.71,1:07.11
1,9.68,1:16.39,2,9.61,1:16.49,3,9.66,1:16.61,4,9.53,1:16.65
1,9.68,1:26.08,2,9.74,1:26.23,3,9.70,1:26.31,4,9.70,1:26.35
1,9.84,1:35.919,2,9.75,1:35.978,3,9.80,1:36.101,4,9.98,1:36.323
