WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
2,7.79,7.79,4,8.08,8.08,1,7.24,7.24,3,7.88,7.88
2,9.87,17.66,4,9.84,17.92,1,9.69,16.93,3,9.97,17.85
2,9.47,27.13,4,9.63,27.55,1,9.43,26.36,3,9.67,27.52
2,9.67,36.80,3,9.58,37.13,1,9.55,35.91,4,24.62,52.14
2,9.95,46.743,3,9.64,46.767,1,9.70,45.608,4,22.72,1:14.851
