DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME
1,6.76,6.76,2,6.90,6.90,3,7.03,7.03,4,7.38,7.38
1,8.88,15.64,2,8.87,15.77,3,8.81,15.84,4,9.00,16.38
1,8.49,24.13,2,8.44,24.21,3,8.46,24.30,4,8.65,25.03
1,8.58,32.71,2,8.62,32.83,3,8.84,33.14,4,8.68,33.71
2,8.92,41.611,1,8.74,41.555,3,8.90,42.027,4,8.77,42.468
