SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Ben SOUTHEE POSITION,Ben SOUTHEE LAP TIME,Ben SOUTHEE ELAPSED TIME
3,6.86,6.86,2,6.82,6.82,1,6.78,6.78,4,7.15,7.15
1,9.15,16.01,4,9.84,16.66,2,9.62,16.40,3,9.36,16.52
1,8.86,24.87,4,8.97,25.64,2,9.05,25.45,3,9.00,25.52
1,9.03,33.90,3,9.01,34.65,2,9.07,34.53,4,9.14,34.67
1,9.41,43.308,2,9.57,44.220,0,,DQ,3,9.61,44.271
