Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,7.44,7.44,2,7.54,7.54,3,7.81,7.81,4,7.94,7.94
1,9.56,17.00,2,9.76,17.30,3,9.71,17.52,4,9.78,17.72
1,9.25,26.25,2,9.37,26.67,3,9.26,26.78,4,9.20,26.92
1,9.76,36.01,2,9.72,36.39,3,9.72,36.50,4,9.64,36.56
1,9.96,45.966,2,9.97,46.351,3,10.50,46.992,0,,PEN
