Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Takashi YOSHIDA POSITION,Takashi YOSHIDA LAP TIME,Takashi YOSHIDA ELAPSED TIME
1,6.72,6.72,2,6.93,6.93,3,7.00,7.00,4,7.15,7.15
1,9.04,15.76,2,8.98,15.92,3,9.50,16.50,4,9.38,16.54
1,8.65,24.42,2,8.67,24.60,3,8.88,25.38,4,8.97,25.51
1,8.86,33.28,2,9.00,33.60,3,8.88,34.26,4,9.09,34.60
1,9.21,42.487,2,9.36,42.958,3,8.93,43.185,4,10.16,44.759
