QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,LEE Suyoun POSITION,LEE Suyoun LAP TIME,LEE Suyoun ELAPSED TIME
1,7.30,7.30,3,7.60,7.60,2,7.44,7.44,4,7.94,7.94
1,9.30,16.60,3,9.32,16.92,2,9.42,16.86,4,9.34,17.28
1,8.83,25.43,3,9.09,26.01,2,9.10,25.96,4,8.83,26.11
1,8.95,34.38,4,9.29,35.30,2,9.26,35.22,3,9.15,35.26
1,9.23,43.61,2,9.08,44.38,4,9.48,44.70,3,9.39,44.65
