LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME
1,6.72,6.72,2,6.86,6.86,3,7.03,7.03,4,7.12,7.12
1,9.05,15.78,2,9.14,16.01,4,9.12,16.15,3,8.99,16.12
1,8.73,24.51,3,8.77,24.78,4,8.78,24.93,2,8.60,24.73
1,8.98,33.50,2,8.97,33.76,3,8.88,33.82,4,9.53,34.26
1,9.35,42.842,2,9.31,43.064,0,,DQ,3,10.98,45.237
