Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
1,6.71,6.71,4,7.12,7.12,2,7.03,7.03,3,7.10,7.10,5,7.28,7.28
1,8.66,15.37,3,9.00,16.12,2,8.97,16.00,4,9.11,16.21,5,9.06,16.34
1,8.32,23.69,2,8.46,24.58,4,8.76,24.76,3,8.50,24.71,5,8.62,24.96
1,8.51,32.20,2,8.56,33.14,4,8.84,33.60,3,8.68,33.39,5,8.73,33.69
1,8.77,40.964,2,8.77,41.901,4,8.97,42.561,3,8.56,41.942,5,8.94,42.629
