SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
2,7.07,7.07,3,7.33,7.33,4,7.81,7.81,1,6.80,6.80
3,9.85,16.92,2,8.98,16.31,4,33.14,40.96,1,9.27,16.07
3,8.96,25.89,2,8.66,24.98,4,17.23,58.20,1,8.75,24.83
3,8.80,34.69,2,8.68,33.67,4,14.09,1:12.29,1,8.78,33.61
3,9.08,43.767,2,9.25,42.913,4,13.91,1:26.195,1,9.29,42.898
