PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME
1,12.76,12.76,3,12.97,12.97,4,13.07,13.07,5,13.23,13.23,2,12.87,12.87
1,9.89,22.65,2,9.76,22.73,4,9.83,22.90,5,9.89,23.12,3,9.89,22.76
1,9.62,32.27,2,9.62,32.35,3,9.56,32.46,5,9.57,32.69,4,9.72,32.48
1,9.18,41.45,2,9.17,41.52,4,9.34,41.80,5,9.35,42.04,3,9.29,41.77
1,8.94,50.39,2,8.93,50.45,4,8.98,50.78,5,9.12,51.16,3,8.95,50.72
1,9.06,59.45,2,9.07,59.52,3,8.90,59.68,5,9.23,1:00.39,4,9.18,59.90
1,9.10,1:08.55,2,9.10,1:08.62,3,9.04,1:08.72,5,9.46,1:09.85,4,9.50,1:09.40
2,9.17,1:17.72,1,9.00,1:17.62,3,9.18,1:17.90,5,9.78,1:19.63,4,9.96,1:19.36
2,9.20,1:26.92,1,9.22,1:26.84,3,9.33,1:27.209,5,10.08,1:29.690,4,10.32,1:29.661
