Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
1,12.78,12.78,3,13.09,13.09,2,12.99,12.99,4,13.23,13.23,5,13.34,13.34
1,10.14,22.92,3,10.08,23.17,2,10.05,23.04,5,10.16,23.39,4,9.95,23.29
1,10.20,33.12,4,10.14,33.31,2,10.20,33.24,5,10.05,33.44,3,10.01,33.30
1,10.09,43.21,4,10.17,43.48,2,10.07,43.31,5,10.23,43.67,3,10.10,43.40
1,10.18,53.39,4,10.27,53.75,2,10.22,53.53,5,10.19,53.86,3,10.18,53.58
1,9.76,1:03.15,4,9.77,1:03.52,2,9.76,1:03.29,5,9.74,1:03.60,3,9.80,1:03.38
1,9.63,1:12.78,4,9.62,1:13.14,2,9.56,1:12.85,5,9.63,1:13.23,3,9.56,1:12.94
1,9.63,1:22.41,4,9.61,1:22.75,2,9.64,1:22.49,5,9.59,1:22.82,3,9.65,1:22.59
2,9.70,1:32.105,4,9.82,1:32.570,1,9.51,1:32.000,5,9.85,1:32.668,3,9.54,1:32.129
