Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
4,12.87,12.87,2,12.64,12.64,3,12.77,12.77,1,12.53,12.53
4,9.58,22.45,1,9.46,22.10,3,9.53,22.30,2,9.66,22.19
4,9.16,31.61,2,9.27,31.37,3,9.11,31.41,1,9.09,31.28
4,8.84,40.45,2,8.89,40.26,2,8.85,40.26,1,8.89,40.17
4,9.14,49.59,2,9.06,49.32,3,9.24,49.50,1,9.11,49.28
4,8.99,58.58,1,8.93,58.25,3,8.98,58.48,2,9.08,58.36
4,9.17,1:07.75,1,9.18,1:07.43,3,9.18,1:07.66,2,9.18,1:07.54
4,9.31,1:17.06,1,9.23,1:16.66,3,9.21,1:16.87,2,9.23,1:16.77
4,9.25,1:26.31,1,9.41,1:26.07,3,9.37,1:26.24,2,9.36,1:26.13
