WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME
3,13.97,13.97,4,14.04,14.04,2,13.88,13.88,1,13.80,13.80
3,10.59,24.56,4,10.61,24.65,2,10.61,24.49,1,10.58,24.38
3,10.95,35.51,4,10.94,35.59,2,10.92,35.41,1,10.94,35.32
3,11.12,46.63,4,11.14,46.73,2,11.12,46.53,1,11.10,46.42
3,10.96,57.59,4,11.03,57.76,1,10.93,57.46,2,11.08,57.50
2,10.13,1:07.72,4,10.11,1:07.87,1,10.14,1:07.60,3,10.26,1:07.76
2,9.82,1:17.54,3,10.08,1:17.95,1,9.78,1:17.38,4,36.55,1:44.31
2,9.70,1:27.24,3,10.38,1:28.33,1,9.78,1:27.16,4,26.01,2:10.32
2,9.94,1:37.179,3,10.64,1:38.969,1,9.91,1:37.070,0,,notime
