Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME,Subodh Balavant PATIL POSITION,Subodh Balavant PATIL LAP TIME,Subodh Balavant PATIL ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
3,7.28,7.28,4,7.72,7.72,1,6.69,6.69,2,6.99,6.99
3,9.38,16.66,4,10.27,17.99,1,9.07,15.77,2,8.83,15.83
3,8.96,25.63,4,10.22,28.21,2,8.64,24.41,1,8.40,24.23
3,9.18,34.82,4,10.58,38.79,2,8.68,33.09,1,8.62,32.85
3,9.51,44.322,4,11.00,49.786,2,9.78,42.868,1,9.01,41.854
