Namasthee HARRIS-GAUTHIER POSITION,Namasthee HARRIS-GAUTHIER LAP TIME,Namasthee HARRIS-GAUTHIER ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
2,7.55,7.55,3,7.72,7.72,4,7.96,7.96,1,7.46,7.46
2,9.81,17.36,1,9.55,17.27,3,9.60,17.56,4,10.30,17.76
1,8.72,26.08,3,9.13,26.40,4,9.26,26.82,2,8.60,26.36
1,9.37,35.45,2,9.08,35.48,3,9.29,36.11,4,10.19,36.55
2,9.72,45.163,1,9.61,45.089,3,9.29,45.392,4,9.99,46.539
