MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,ARUN Shreya POSITION,ARUN Shreya LAP TIME,ARUN Shreya ELAPSED TIME,BOTTER GOMEZ Nicole POSITION,BOTTER GOMEZ Nicole LAP TIME,BOTTER GOMEZ Nicole ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,MATVEEVA Anna POSITION,MATVEEVA Anna LAP TIME,MATVEEVA Anna ELAPSED TIME
1,7.17,7.17,5,8.27,8.27,2,7.43,7.43,3,7.58,7.58,4,7.94,7.94
1,9.19,16.36,5,10.17,18.44,2,9.33,16.76,3,9.32,16.90,4,9.61,17.55
1,8.79,25.15,5,9.65,28.09,3,9.00,25.76,2,8.84,25.74,4,9.16,26.71
1,8.98,34.13,5,9.84,37.93,3,9.20,34.96,2,9.04,34.78,4,9.25,35.96
1,9.26,43.39,5,10.20,48.13,3,9.29,44.25,2,9.29,44.07,4,9.42,45.38
