Ian UPCOTT POSITION,Ian UPCOTT LAP TIME,Ian UPCOTT ELAPSED TIME,Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME,Uladzislau SHERAKOU POSITION,Uladzislau SHERAKOU LAP TIME,Uladzislau SHERAKOU ELAPSED TIME,Cyril LAFARGE POSITION,Cyril LAFARGE LAP TIME,Cyril LAFARGE ELAPSED TIME
2,13.400,13.400,4,13.656,13.656,1,13.132,13.132,3,13.420,13.420
2,10.695,24.096,4,10.754,24.410,1,10.832,23.964,3,10.728,24.148
1,10.512,34.607,4,10.570,34.979,2,10.682,34.646,3,10.583,34.731
1,9.508,44.115,2,9.503,44.482,4,10.121,44.767,3,9.971,44.702
1,9.763,53.878,2,9.640,54.122,3,9.548,54.315,4,9.834,54.537
1,9.365,1:03.243,2,9.667,1:03.789,3,9.793,1:04.107,4,9.800,1:04.336
1,9.716,1:12.959,2,9.747,1:13.536,3,10.258,1:14.365,4,10.069,1:14.405
1,9.964,1:22.923,2,9.868,1:23.403,3,10.340,1:24.705,4,10.421,1:24.826
1,10.224,1:33.147,2,10.152,1:33.555,3,10.527,1:35.233,4,10.668,1:35.494
