Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,KONG Xue POSITION,KONG Xue LAP TIME,KONG Xue ELAPSED TIME
1,7.39,7.39,2,7.42,7.42,3,7.69,7.69,4,7.82,7.82
1,9.56,16.95,2,9.69,17.11,3,9.53,17.22,4,9.54,17.36
1,8.99,25.94,2,9.00,26.11,3,8.97,26.19,4,8.88,26.24
1,9.17,35.11,2,9.15,35.26,3,9.13,35.32,4,9.17,35.41
1,9.45,44.558,2,9.39,44.650,4,30.11,1:05.429,3,9.53,44.940
