SEJPAL Zdenek POSITION,SEJPAL Zdenek LAP TIME,SEJPAL Zdenek ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,TREACY Ethan POSITION,TREACY Ethan LAP TIME,TREACY Ethan ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
2,12.43,12.43,1,12.37,12.37,3,12.50,12.50,4,12.54,12.54,5,12.73,12.73
3,9.31,21.74,1,9.18,21.55,2,9.16,21.66,5,9.33,21.87,4,9.11,21.84
4,9.31,31.05,1,9.17,30.72,2,9.18,30.84,5,9.20,31.07,3,9.11,30.95
5,9.51,40.56,1,9.02,39.74,1,8.90,39.74,4,8.97,40.04,3,8.97,39.92
5,9.32,49.88,2,8.82,48.56,1,8.72,48.46,4,8.83,48.87,3,8.78,48.70
5,9.42,59.30,2,8.89,57.45,1,8.86,57.32,4,8.96,57.83,3,9.02,57.72
5,9.76,1:09.06,2,8.90,1:06.35,1,8.92,1:06.24,4,9.23,1:07.06,3,9.28,1:07.00
5,10.29,1:19.35,2,9.10,1:15.45,1,9.09,1:15.33,4,9.84,1:16.90,3,9.56,1:16.56
5,10.43,1:29.78,2,9.44,1:24.89,1,9.29,1:24.62,4,10.54,1:27.44,3,9.83,1:26.39
