PARK Sun-Young POSITION,PARK Sun-Young LAP TIME,PARK Sun-Young ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,SANDECK Juliane POSITION,SANDECK Juliane LAP TIME,SANDECK Juliane ELAPSED TIME
3,8.275,8.275,1,7.494,7.494,2,8.005,8.005,4,8.451,8.451
3,10.049,18.324,1,9.723,17.216,2,9.719,17.724,4,10.482,18.933
3,9.599,27.923,1,9.612,26.828,2,9.778,27.501,4,10.174,29.106
2,9.684,37.606,1,9.976,36.803,3,10.115,37.616,4,10.449,39.555
2,9.72,47.322,1,10.08,46.875,3,10.06,47.670,4,10.52,50.068
