Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME
1,6.83,6.83,3,7.15,7.15,2,6.95,6.95,4,7.26,7.26
1,9.05,15.88,3,9.07,16.22,2,9.06,16.01,4,9.12,16.38
1,8.75,24.63,3,8.60,24.82,2,8.71,24.72,4,8.75,25.13
3,9.13,33.76,2,8.77,33.59,1,8.76,33.48,4,8.77,33.90
0,,PEN,2,9.06,42.644,1,9.16,42.637,3,9.15,43.047
