Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,6.94,6.94,2,7.05,7.05,3,7.19,7.19,4,7.45,7.45
1,8.85,15.79,2,8.82,15.87,3,8.82,16.01,4,8.80,16.25
1,8.45,24.24,2,8.47,24.34,4,8.89,24.90,3,8.53,24.78
1,8.44,32.68,2,8.43,32.77,4,10.06,34.96,3,8.67,33.45
1,8.70,41.372,2,8.63,41.397,4,12.95,47.905,3,8.89,42.334
