WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
2,7.10,7.10,3,7.19,7.19,1,6.84,6.84,5,7.46,7.46,4,7.33,7.33
2,9.14,16.24,3,9.24,16.43,1,8.87,15.71,5,9.16,16.62,4,9.21,16.54
2,8.65,24.89,3,8.70,25.13,1,8.28,23.99,5,8.70,25.32,4,8.72,25.26
2,8.76,33.65,3,8.86,33.99,1,8.43,32.42,5,8.88,34.20,4,8.85,34.11
2,9.01,42.653,3,8.97,42.954,1,8.68,41.093,4,9.22,43.418,5,9.92,44.030
