SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,NIESCIER Karol POSITION,NIESCIER Karol LAP TIME,NIESCIER Karol ELAPSED TIME,Ilya DZMITRYINKA POSITION,Ilya DZMITRYINKA LAP TIME,Ilya DZMITRYINKA ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,JUNG Yanghun Ben POSITION,JUNG Yanghun Ben LAP TIME,JUNG Yanghun Ben ELAPSED TIME
2,12.84,12.84,3,13.04,13.04,5,13.35,13.35,1,12.68,12.68,4,13.19,13.19
2,9.20,22.04,3,9.09,22.13,5,9.33,22.68,1,9.22,21.90,4,9.06,22.25
2,9.07,31.11,3,9.04,31.17,5,9.42,32.10,1,9.09,30.99,4,9.03,31.28
2,8.98,40.09,3,9.04,40.21,5,9.65,41.75,1,9.00,39.99,4,9.05,40.33
2,8.86,48.95,3,8.87,49.08,5,9.84,51.59,1,8.87,48.86,4,8.86,49.19
2,8.88,57.83,3,8.87,57.95,5,10.22,1:01.81,1,8.88,57.74,4,8.86,58.05
1,8.90,1:06.73,4,9.03,1:06.98,5,10.61,1:12.42,2,9.02,1:06.76,3,8.91,1:06.96
1,8.99,1:15.72,4,9.51,1:16.49,5,10.77,1:23.19,2,9.10,1:15.86,3,9.12,1:16.08
1,9.29,1:25.011,4,9.91,1:26.405,5,10.88,1:34.075,2,9.21,1:25.073,3,9.58,1:25.666
