LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME
2,15.154,15.154,4,15.403,15.403,1,14.865,14.865,3,15.368,15.368
3,10.607,25.761,4,10.558,25.961,1,10.782,25.646,2,10.360,25.727
3,10.604,36.365,4,10.663,36.623,2,10.591,36.237,1,10.446,36.173
2,10.119,46.484,4,10.170,46.792,1,10.227,46.463,3,10.471,46.643
1,9.265,55.748,4,9.509,56.300,2,9.565,56.028,3,9.487,56.130
1,9.152,1:04.900,4,9.373,1:05.672,2,9.458,1:05.485,3,9.387,1:05.516
1,9.415,1:14.314,4,9.470,1:15.142,3,9.604,1:15.089,2,9.234,1:14.749
1,9.658,1:23.972,3,9.693,1:24.835,4,9.999,1:25.088,2,9.301,1:24.050
1,9.74,1:33.712,3,10.04,1:34.871,4,10.09,1:35.178,2,9.97,1:34.012
