ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,VANHOOREN Rino POSITION,VANHOOREN Rino LAP TIME,VANHOOREN Rino ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
3,7.00,7.00,1,6.82,6.82,4,7.21,7.21,2,6.97,6.97
3,9.03,16.03,1,8.78,15.60,4,9.26,16.47,2,8.94,15.91
3,8.55,24.58,1,8.49,24.09,4,8.76,25.23,2,8.46,24.37
3,8.57,33.15,1,8.63,32.72,4,8.86,34.09,2,8.58,32.95
3,8.72,41.87,1,8.81,41.53,4,9.09,43.18,2,8.78,41.73
