Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,HAN Yueshuang POSITION,HAN Yueshuang LAP TIME,HAN Yueshuang ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME
2,7.458,7.458,1,7.371,7.371,3,7.526,7.526,4,7.628,7.628
1,9.705,17.164,2,10.185,17.556,4,24.113,31.639,3,10.618,18.246
1,9.624,26.788,2,9.794,27.350,4,14.881,46.520,3,9.534,27.780
1,9.681,36.468,2,9.925,37.275,4,11.402,57.921,3,9.572,37.352
1,9.890,46.359,3,10.399,47.674,4,11.356,1:09.277,2,9.996,47.348
