LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME
1,6.69,6.69,3,7.01,7.01,2,6.79,6.79,4,7.06,7.06
1,9.07,15.76,4,9.27,16.28,2,9.08,15.87,3,8.85,15.91
1,8.73,24.49,4,8.49,24.77,3,8.84,24.71,2,8.68,24.59
1,8.76,33.25,3,8.68,33.45,4,8.81,33.52,2,8.74,33.33
1,8.99,42.237,3,9.01,42.451,4,9.23,42.748,2,9.04,42.364
