Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
1,6.92,6.92,3,7.16,7.16,2,7.03,7.03,4,7.28,7.28
1,8.94,15.86,3,9.04,16.20,2,9.09,16.12,4,9.21,16.49
1,8.41,24.27,2,8.46,24.66,3,8.54,24.66,4,8.45,24.94
1,8.51,32.78,2,8.57,33.23,3,8.75,33.41,4,8.64,33.58
1,8.67,41.444,2,8.74,41.970,4,9.07,42.472,3,8.75,42.323
