Max BACKSTROM POSITION,Max BACKSTROM LAP TIME,Max BACKSTROM ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
3,7.36,7.36,1,6.91,6.91,2,7.14,7.14,4,7.43,7.43
4,9.76,17.12,1,8.87,15.78,2,8.99,16.13,3,8.88,16.31
4,9.47,26.59,1,8.50,24.28,2,8.59,24.72,3,8.43,24.74
4,9.64,36.23,1,8.62,32.90,3,8.73,33.45,2,8.63,33.37
4,9.89,46.113,1,8.87,41.769,3,8.95,42.391,2,8.83,42.191
