Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,Yevgeniy REBIK POSITION,Yevgeniy REBIK LAP TIME,Yevgeniy REBIK ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME
1,7.13,7.13,2,7.24,7.24,2,7.24,,4,7.51,7.51,5,7.75,7.75
1,9.10,16.23,2,9.17,16.41,3,9.26,,4,9.13,16.64,5,9.48,17.23
1,8.62,24.85,2,8.57,24.98,3,8.59,,4,8.70,25.34,5,9.00,26.23
2,8.88,33.73,1,8.71,33.69,2,8.64,,4,8.89,34.23,5,9.16,35.39
1,9.15,42.88,3,9.47,43.16,2,9.25,,3,9.28,43.519,4,9.36,44.756
