JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME
2,13.85,,3,14.00,14.00,1,13.81,13.81,5,14.25,14.25,4,14.17,14.17
3,10.43,,5,10.48,24.48,1,10.28,24.09,4,10.13,24.38,2,10.01,24.18
3,9.78,,4,9.69,34.17,2,9.73,33.82,5,9.90,34.28,1,9.52,33.70
3,9.52,,4,9.51,43.68,2,9.65,43.47,4,9.40,43.68,1,9.69,43.39
3,9.51,,5,9.68,53.36,2,9.52,52.99,4,9.54,53.22,1,9.50,52.89
3,9.75,,4,9.56,1:02.92,5,10.20,1:03.19,2,9.56,1:02.78,1,9.62,1:02.51
3,9.53,,4,9.67,1:12.59,5,9.60,1:12.79,2,9.49,1:12.27,1,9.72,1:12.23
3,9.64,,5,9.76,1:22.35,4,9.29,1:22.08,2,9.71,1:21.98,1,9.64,1:21.87
3,10.49,,4,10.18,1:32.53,2,9.85,1:31.93,5,10.80,1:32.78,1,9.74,1:31.61
