KIM Tae Sung POSITION,KIM Tae Sung LAP TIME,KIM Tae Sung ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME,Robin BENDIG POSITION,Robin BENDIG LAP TIME,Robin BENDIG ELAPSED TIME,Kieran GUAN POSITION,Kieran GUAN LAP TIME,Kieran GUAN ELAPSED TIME
1,6.87,6.87,2,7.01,7.01,3,7.09,7.09,4,7.47,7.47,5,7.67,7.67
1,9.10,15.97,2,9.08,16.09,3,9.10,16.19,4,9.24,16.71,5,9.45,17.12
1,8.48,24.45,2,8.48,24.57,3,8.55,24.74,4,8.80,25.51,5,9.07,26.19
1,8.78,33.23,2,8.78,33.35,3,8.71,33.45,4,8.99,34.50,5,9.29,35.48
1,8.87,42.10,2,8.85,42.20,3,8.89,42.34,4,9.22,43.726,5,9.38,44.865
