Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
3,7.01,7.01,1,6.79,6.79,5,7.13,7.13,2,6.93,6.93,4,7.12,7.12
3,9.00,16.01,1,8.82,15.61,5,9.12,16.25,2,8.80,15.73,4,9.04,16.16
3,8.47,24.48,1,8.35,23.96,4,8.30,24.55,5,19.38,35.11,2,8.30,24.46
3,8.96,33.44,1,8.45,32.41,2,8.69,33.24,5,28.15,1:03.26,4,9.06,33.52
3,8.93,42.364,1,8.63,41.034,2,8.64,41.879,5,16.34,1:19.594,4,10.12,43.631
