HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME
2,13.02,13.02,4,13.35,,1,12.87,12.87,3,13.25,13.25,5,13.50,13.50
2,9.80,22.82,4,9.67,,1,9.94,22.81,3,9.70,22.95,5,9.67,23.17
1,9.65,32.47,4,9.71,,2,9.73,32.54,3,9.68,32.63,5,9.72,32.89
1,9.83,42.30,3,9.78,,2,9.87,42.41,3,9.88,42.51,5,9.83,42.72
1,9.94,52.24,3,9.87,,2,9.91,52.32,5,10.20,52.71,4,9.81,52.53
1,10.09,1:02.33,3,10.12,,2,10.11,1:02.43,5,10.04,1:02.75,4,10.11,1:02.64
1,10.10,1:12.43,3,10.18,,2,10.11,1:12.54,5,10.13,1:12.88,4,10.13,1:12.77
1,10.02,1:22.45,4,10.01,,2,10.09,1:22.63,5,10.08,1:22.96,2,9.86,1:22.63
1,10.00,1:32.45,3,9.89,,4,10.05,1:32.68,4,10.18,1:33.136,2,9.89,1:32.52
