Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,13.85,13.85,2,13.90,13.90,3,13.94,13.94
2,10.51,24.36,1,10.33,24.23,3,10.52,24.46
2,10.27,34.63,1,10.28,34.51,3,10.28,34.74
2,10.30,44.93,1,10.32,44.83,3,10.31,45.05
2,10.16,55.09,1,10.17,55.00,3,10.14,55.19
2,10.18,1:05.27,1,10.17,1:05.17,3,10.18,1:05.37
3,10.25,1:15.52,2,10.29,1:15.46,1,10.07,1:15.44
2,10.19,1:25.71,3,10.49,1:25.95,1,10.16,1:25.60
2,10.31,1:36.012,3,10.59,1:36.532,1,10.30,1:35.897
