DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME
1,6.91,6.91,2,7.07,7.07,4,7.39,7.39,3,7.18,7.18,4,7.39,7.39
1,8.78,15.69,2,8.82,15.89,5,9.12,16.51,4,9.11,16.29,3,8.77,16.16
1,8.40,24.09,2,8.33,24.22,4,8.32,24.83,5,8.56,24.85,3,8.49,24.65
1,8.57,32.66,2,8.55,32.77,4,8.58,33.41,5,8.78,33.63,3,8.58,33.23
1,8.75,41.41,2,8.78,41.55,4,8.63,42.045,5,8.92,42.550,3,8.74,41.972
