Paulius GLUSINAS POSITION,Paulius GLUSINAS LAP TIME,Paulius GLUSINAS ELAPSED TIME,Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME
4,7.940,7.940,3,7.220,7.220,1,6.780,6.780,2,6.780,6.780
4,10.330,18.270,3,9.390,16.610,1,9.210,15.990,2,9.250,16.040
4,9.710,27.980,3,9.310,25.930,2,8.830,24.830,1,8.760,24.800
4,10.250,38.240,3,9.630,35.560,2,9.100,33.930,1,9.020,33.820
4,10.440,48.680,3,9.850,45.410,2,9.330,43.270,1,9.320,43.140
