Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
2,7.26,7.26,4,7.52,7.52,1,6.70,6.70,3,7.41,7.41
2,9.18,16.44,4,9.42,16.94,1,8.95,15.66,3,9.15,16.56
2,8.68,25.13,4,9.03,25.98,1,8.73,24.39,3,8.88,25.44
2,8.56,33.69,4,9.23,35.21,1,9.07,33.46,3,8.93,34.38
2,8.85,42.535,4,9.56,44.770,1,9.00,42.457,3,9.38,43.758
