Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Dries CELIS POSITION,Dries CELIS LAP TIME,Dries CELIS ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Zbigniew BRODKA POSITION,Zbigniew BRODKA LAP TIME,Zbigniew BRODKA ELAPSED TIME
1,6.717,6.717,2,6.867,6.867,4,7.260,7.260,3,7.011,7.011
1,9.272,15.988,2,9.348,16.214,4,9.323,16.583,3,9.523,16.534
1,9.111,25.099,2,9.339,25.553,4,9.575,26.158,3,9.566,26.100
1,9.397,34.495,2,9.410,34.962,3,9.715,35.872,4,9.781,35.881
1,9.96,44.455,2,9.74,44.694,4,10.29,46.162,3,8.88,44.752
