de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Massimo GURINI POSITION,Massimo GURINI LAP TIME,Massimo GURINI ELAPSED TIME
3,14.68,14.68,2,14.54,14.54,4,14.83,14.83,1,14.43,14.43
3,10.74,25.42,2,10.71,25.25,4,10.69,25.52,1,10.72,25.15
3,9.98,35.40,2,10.02,35.27,4,10.01,35.53,1,10.03,35.18
4,9.59,44.99,2,9.64,44.91,3,9.46,44.99,1,9.64,44.82
4,9.64,54.63,1,9.42,54.33,3,9.53,54.52,2,9.57,54.39
3,9.19,1:03.82,1,9.19,1:03.52,2,9.12,1:03.64,4,9.44,1:03.83
3,8.88,1:12.70,2,9.06,1:12.58,1,8.83,1:12.47,4,9.24,1:13.07
3,8.86,1:21.56,2,8.88,1:21.46,1,8.92,1:21.39,4,9.39,1:22.46
3,8.92,1:30.474,2,8.97,1:30.431,1,8.98,1:30.364,4,9.73,1:32.188
