Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME
3,13.20,13.20,2,13.10,13.10,1,12.91,12.91,4,13.45,13.45
3,9.62,22.82,2,9.64,22.74,1,9.71,22.62,4,9.48,22.93
3,9.67,32.49,2,9.67,32.41,1,9.70,32.32,4,9.68,32.61
3,9.66,42.15,2,9.65,42.06,1,9.68,42.00,4,9.66,42.27
3,9.45,51.60,2,9.45,51.51,1,9.41,51.41,4,9.45,51.72
3,9.53,1:01.13,2,9.52,1:01.03,1,9.50,1:00.91,4,9.52,1:01.24
3,9.59,1:10.72,2,9.53,1:10.56,1,9.60,1:10.51,4,9.59,1:10.83
3,9.58,1:20.30,1,9.51,1:20.07,2,9.68,1:20.19,4,9.74,1:20.57
3,9.87,1:30.163,1,9.92,1:29.989,2,9.85,1:30.040,4,10.27,1:30.840
