Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
3,7.00,7.00,1,6.69,6.69,2,6.79,6.79,4,7.09,7.09,5,7.24,7.24
4,8.91,15.91,1,8.72,15.41,2,8.73,15.52,3,8.71,15.80,5,8.79,16.03
4,8.19,24.10,1,8.29,23.70,2,8.27,23.79,3,8.17,23.97,5,8.26,24.29
4,8.28,32.38,1,8.36,32.06,2,8.39,32.18,3,8.35,32.32,5,8.36,32.65
4,8.59,40.97,1,8.52,40.58,2,8.48,40.66,3,8.57,40.89,5,8.64,41.295
