Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME
1,6.94,6.94,2,7.02,7.02,3,7.09,7.09,4,7.35,7.35
2,9.08,16.02,1,8.87,15.89,3,9.04,16.13,4,9.32,16.67
2,8.49,24.51,1,8.58,24.47,3,8.50,24.63,4,9.06,25.73
1,8.62,33.13,2,8.67,33.14,3,8.67,33.30,4,9.54,35.27
3,9.14,42.268,1,8.88,42.017,2,8.87,42.163,4,9.80,45.070
