SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Subodh Balavant PATIL POSITION,Subodh Balavant PATIL LAP TIME,Subodh Balavant PATIL ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
3,7.00,7.00,1,6.83,6.83,4,8.50,8.50,2,6.99,6.99
3,9.39,16.39,1,9.10,15.93,4,11.23,19.73,2,9.22,16.21
3,8.80,25.19,1,8.71,24.64,4,10.66,30.39,2,8.71,24.92
3,8.83,34.02,1,8.87,33.51,4,10.98,41.37,2,8.76,33.68
3,9.04,43.057,1,9.06,42.569,4,11.67,53.037,2,9.02,42.696
