LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME
1,6.813,6.813,2,7.023,7.023,4,7.239,7.239,3,7.061,7.061
1,9.559,16.372,2,9.512,16.534,4,9.539,16.778,3,9.574,16.634
1,9.092,25.464,3,9.145,25.678,4,8.997,25.774,2,9.035,25.668
1,8.989,34.452,3,8.908,34.586,4,9.015,34.788,2,8.858,34.526
1,9.40,43.844,3,9.37,43.952,4,9.48,44.261,2,9.39,43.915
