CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Jason CLAGUE POSITION,Jason CLAGUE LAP TIME,Jason CLAGUE ELAPSED TIME
1,7.17,7.17,2,7.28,7.28,5,7.78,7.78,3,7.40,7.40,4,7.63,7.63
1,9.11,16.28,2,9.22,16.50,5,9.51,17.29,3,9.18,16.58,4,9.17,16.80
1,8.62,24.90,3,8.99,25.49,5,9.06,26.35,2,8.82,25.40,4,8.77,25.57
1,8.81,33.71,3,9.01,34.50,5,9.08,35.43,2,8.93,34.33,4,9.15,34.72
1,9.02,42.716,3,9.31,43.803,5,9.35,44.771,2,9.17,43.492,4,9.36,44.071
