Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.765,6.765,3,7.121,7.121,2,6.969,6.969,4,7.232,7.232
1,9.067,15.831,3,9.007,16.128,2,9.007,15.977,4,9.358,16.590
1,8.820,24.652,3,8.939,25.067,2,8.880,24.857,4,8.997,25.587
1,8.899,33.551,3,8.841,33.907,2,8.851,33.708,4,9.086,34.674
1,9.225,42.776,3,9.372,43.279,2,9.116,42.825,4,9.190,43.864
