Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.95,6.95,2,7.02,7.02,3,7.14,7.14,4,7.34,7.34
1,8.96,15.91,2,9.00,16.02,3,8.98,16.12,4,8.92,16.26
1,8.38,24.29,2,8.35,24.37,3,8.36,24.48,4,8.41,24.67
1,8.46,32.75,4,8.79,33.16,2,8.37,32.85,3,8.44,33.11
1,8.64,41.390,4,9.12,42.272,2,8.69,41.532,3,8.49,41.600
