Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME,Josef MIKA POSITION,Josef MIKA LAP TIME,Josef MIKA ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
3,13.976,13.976,2,13.862,13.862,4,14.162,14.162,1,13.790,13.790
2,10.530,24.505,1,10.623,24.484,4,10.664,24.826,3,10.811,24.600
1,10.359,34.863,2,10.446,34.929,4,10.635,35.460,3,10.561,35.160
3,10.356,45.219,4,10.340,45.269,2,9.747,45.207,1,9.900,45.060
2,10.172,55.390,3,10.295,55.564,4,12.231,57.438,1,10.200,55.260
2,10.076,1:05.466,3,10.545,1:06.108,4,11.895,1:09.332,1,10.039,1:05.298
2,10.202,1:15.667,3,10.578,1:16.686,4,12.708,1:22.040,1,10.326,1:15.624
2,10.856,1:26.523,3,11.484,1:28.169,4,12.859,1:34.899,1,10.513,1:26.137
2,11.42,1:37.941,3,12.11,1:40.278,4,13.76,1:48.651,1,10.98,1:37.112
