Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
2,14.104,14.104,3,14.226,14.226,4,14.248,14.248,1,14.041,14.041
3,11.147,25.251,4,11.085,25.311,2,10.944,25.191,1,11.138,25.178
2,10.036,35.287,4,10.222,35.532,1,10.052,35.243,3,10.300,35.477
2,10.297,45.583,3,10.071,45.603,1,10.138,45.381,4,10.264,45.741
3,10.177,55.760,1,9.911,55.513,2,10.287,55.667,4,10.225,55.965
2,9.983,1:05.743,3,10.372,1:05.885,1,9.978,1:05.645,4,10.148,1:06.113
2,10.105,1:15.848,3,10.123,1:16.008,1,10.156,1:15.800,4,9.995,1:16.108
3,10.271,1:26.119,2,9.905,1:25.913,1,10.037,1:25.837,4,10.314,1:26.421
3,10.51,1:36.627,2,10.29,1:36.196,1,10.23,1:36.061,4,10.54,1:36.958
