KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME
1,8.89,1:06.00,2,9.21,1:06.36,3,9.30,1:06.45,4,9.29,1:06.67
1,8.53,1:14.53,2,8.84,1:15.20,4,9.15,1:15.60,3,8.66,1:15.33
1,9.08,1:23.61,2,8.87,1:24.07,4,9.21,1:24.81,3,9.14,1:24.47
1,9.29,1:32.891,2,9.00,1:33.062,0,,DQ,3,9.30,1:33.769
