Kirill SHASHIN POSITION,Kirill SHASHIN LAP TIME,Kirill SHASHIN ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME
1,6.80,6.80,2,7.21,7.21,3,7.38,7.38,4,7.46,7.46
1,8.90,15.70,2,9.14,16.35,4,9.41,16.79,3,9.23,16.69
1,8.67,24.37,2,8.76,25.11,4,8.70,25.49,3,8.70,25.39
1,8.76,33.13,2,8.83,33.94,4,8.70,34.19,3,8.67,34.06
1,8.97,42.098,2,9.02,42.951,4,8.90,43.086,3,8.98,43.041
