LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME
1,6.74,6.74,4,7.14,7.14,2,6.86,6.86,5,7.29,7.29,3,7.02,7.02
1,8.77,15.51,5,9.28,16.42,2,9.03,15.89,4,8.84,16.13,3,9.01,16.03
1,8.38,23.89,4,9.00,25.42,5,32.23,48.12,3,8.33,24.46,2,8.40,24.43
1,8.53,32.42,4,9.24,34.66,5,13.60,1:01.72,2,8.49,32.95,3,8.61,33.04
1,8.78,41.20,4,9.71,44.37,5,11.32,1:13.04,0,,PHOTO,0,,PHOTO
