SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
3,14.49,14.49,4,14.58,14.58,1,14.20,14.20,2,14.30,14.30
2,10.42,24.91,4,10.52,25.10,1,10.60,24.80,3,10.63,24.93
1,9.53,34.44,3,9.55,34.65,2,9.74,34.54,4,9.79,34.72
1,9.77,44.21,3,9.76,44.41,2,9.76,44.30,4,9.79,44.51
1,9.44,53.65,3,9.40,53.81,2,9.42,53.72,4,9.54,54.05
1,9.26,1:02.91,3,9.30,1:03.11,2,9.30,1:03.02,4,9.33,1:03.38
1,9.10,1:12.01,3,9.10,1:12.21,2,9.08,1:12.10,4,9.55,1:12.93
1,9.06,1:21.07,3,9.09,1:21.30,2,9.09,1:21.19,4,9.98,1:22.91
1,9.12,1:30.186,3,9.15,1:30.445,2,9.15,1:30.337,4,10.47,1:33.374
