Ilsiyar SHARAFUTDINOVA POSITION,Ilsiyar SHARAFUTDINOVA LAP TIME,Ilsiyar SHARAFUTDINOVA ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
4,,48.597,1,,44.672,2,,44.900,3,,44.983
