SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,Anastasiia MIGUNOVA POSITION,Anastasiia MIGUNOVA LAP TIME,Anastasiia MIGUNOVA ELAPSED TIME
2,13.91,13.91,3,13.96,13.96,1,13.81,13.81,4,14.01,14.01,5,14.09,14.09
3,10.12,24.03,4,10.17,24.13,2,10.13,23.94,1,9.84,23.85,5,10.18,24.27
2,9.78,33.81,3,9.74,33.87,4,9.95,33.89,1,9.81,33.66,5,9.77,34.04
4,9.86,43.67,3,9.71,43.58,2,9.54,43.43,1,9.68,43.34,5,9.70,43.74
3,9.41,53.08,4,9.60,53.18,2,9.54,52.97,1,9.57,52.91,5,9.59,53.33
3,9.42,1:02.50,4,9.49,1:02.67,2,9.43,1:02.40,1,9.43,1:02.34,5,9.52,1:02.85
3,9.41,1:11.91,4,9.46,1:12.13,1,9.31,1:11.71,2,9.50,1:11.84,5,9.48,1:12.33
2,9.44,1:21.35,4,9.52,1:21.65,1,9.32,1:21.03,3,9.52,1:21.36,5,9.58,1:21.91
2,9.69,1:31.04,4,9.93,1:31.58,1,9.66,1:30.69,3,9.73,1:31.09,5,9.86,1:31.77
