Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME
1,6.91,6.91,3,7.13,7.13,2,6.98,6.98,4,7.22,
1,9.01,15.92,3,9.02,16.15,2,9.07,16.05,4,9.03,
1,8.56,24.48,3,8.47,24.62,2,8.45,24.50,4,8.49,
1,8.69,33.17,2,8.65,33.27,3,8.80,33.30,4,8.67,
1,9.01,42.18,3,10.15,43.425,2,9.72,43.028,4,25.24,
